gencode_id,expression
ENSG00000239887,1.7828311
ENSG00000171722,0.0
ENSG00000198574,0.03926941
ENSG00000227243,0.0
ENSG00000152332,15.739179
ENSG00000227941,0.05497717
ENSG00000117143,40.416073
ENSG00000162733,39.37151
ENSG00000243173,0.007853882
ENSG00000132196,9.958722
ENSG00000185860,0.11780823
ENSG00000117152,3.05516
ENSG00000143248,247.7978
ENSG00000143228,1.4451143
ENSG00000200327,0.0
ENSG00000212527,0.0
ENSG00000225719,0.0
ENSG00000199849,0.0
ENSG00000213070,0.03141553
ENSG00000185630,56.97991
ENSG00000207082,1.19379
ENSG00000201270,0.0
ENSG00000162761,0.007853882
ENSG00000143171,11.992877
ENSG00000162763,0.023561645
ENSG00000143198,228.95636
ENSG00000143149,46.063015
ENSG00000143183,128.31673
ENSG00000143179,10.084384
ENSG00000283936,0.0
ENSG00000207341,0.0
ENSG00000188859,1.2016438
ENSG00000215952,0.0
ENSG00000230231,0.0
ENSG00000234142,0.05497717
ENSG00000238087,0.0
ENSG00000215834,0.0
ENSG00000234984,0.0
ENSG00000232341,0.38484022
ENSG00000232148,0.0
ENSG00000232223,0.0
ENSG00000143157,8.764933
ENSG00000152382,3.8012788
ENSG00000225171,0.14922374
ENSG00000143195,0.08639269
ENSG00000143194,0.015707765
ENSG00000200036,0.0
ENSG00000143167,0.5419178
ENSG00000231605,0.102100454
ENSG00000143190,9.87233
ENSG00000198821,0.52621007
ENSG00000227776,0.0
ENSG00000143162,48.246395
ENSG00000198771,46.40073
ENSG00000197965,43.557625
ENSG00000143199,0.06283106
ENSG00000143158,63.317997
ENSG00000143164,22.564201
ENSG00000221545,0.0
ENSG00000224837,1.19379
ENSG00000143147,6.4401827
ENSG00000143155,35.028313
ENSG00000237049,2.3404567
ENSG00000213064,15.55854
ENSG00000214262,6.7464843
ENSG00000206880,0.0
ENSG00000143178,1.0524201
ENSG00000207974,0.0
ENSG00000215833,0.007853882
ENSG00000143185,0.6126028
ENSG00000143184,0.7461188
ENSG00000143196,50.029224
ENSG00000225826,0.0
ENSG00000229612,0.0
ENSG00000293597,0.0
ENSG00000213063,0.04712329
ENSG00000252987,0.0
ENSG00000143153,39.324387
ENSG00000143156,16.658083
ENSG00000117475,17.011507
ENSG00000117477,0.4790868
ENSG00000117479,4.712329
ENSG00000198734,0.09424658
ENSG00000174175,26.758175
ENSG00000188404,2.7567124
ENSG00000007908,71.94941
ENSG00000171806,8.419361
ENSG00000000457,7.06064
ENSG00000239494,0.023561645
ENSG00000075945,16.257534
ENSG00000243051,0.2120548
ENSG00000235378,0.007853882
ENSG00000224896,0.0
ENSG00000263390,0.0
ENSG00000233985,0.007853882
ENSG00000238051,0.0
ENSG00000224286,0.23561646
ENSG00000226967,0.007853882
ENSG00000120370,7.2648406
ENSG00000116132,16.32822
ENSG00000117501,0.04712329
ENSG00000007933,3.4557078
ENSG00000221390,0.007853882
ENSG00000283598,0.0
ENSG00000117507,0.03141553
ENSG00000094963,1.5079453
ENSG00000010932,0.730411
ENSG00000230547,0.08639269
ENSG00000076258,2.1519637
ENSG00000239428,0.0
ENSG00000234333,0.0
ENSG00000117523,97.10539
ENSG00000283683,0.05497717
ENSG00000034971,1.1780822
ENSG00000233328,6.6757994
ENSG00000230364,0.21990868
ENSG00000117533,17.270685
ENSG00000252577,0.0
ENSG00000010165,9.699544
ENSG00000197959,4.3824663
ENSG00000233540,0.38484022
ENSG00000230630,17.192148
ENSG00000283844,0.0
ENSG00000283152,0.06283106
ENSG00000208024,0.18849316
ENSG00000206684,0.21990868
ENSG00000135845,29.852604
ENSG00000180999,0.0
ENSG00000094975,13.037444
ENSG00000251943,0.0
ENSG00000117560,0.09424658
ENSG00000229785,0.0
ENSG00000227177,0.0
ENSG00000120337,0.3377169
ENSG00000230849,0.0
ENSG00000117586,0.8560731
ENSG00000117592,173.04459
ENSG00000162753,0.007853882
ENSG00000183831,0.15707764
ENSG00000232113,0.0
ENSG00000076321,18.967125
ENSG00000200674,0.24347034
ENSG00000120334,8.5214615
ENSG00000117593,2.7410047
ENSG00000270084,0.4241096
ENSG00000234741,312.2232
ENSG00000185278,4.193973
ENSG00000117601,0.07068493
ENSG00000252231,0.0
ENSG00000135870,29.954704
ENSG00000200755,0.07068493
ENSG00000236535,0.80109596
ENSG00000225713,0.007853882
ENSG00000152061,13.885663
ENSG00000203737,0.007853882
ENSG00000223828,0.007853882
ENSG00000231378,0.0
ENSG00000223525,1.0838356
ENSG00000252552,0.07068493
ENSG00000116161,79.47343
ENSG00000120333,46.950504
ENSG00000120332,0.6047489
ENSG00000235750,25.540823
ENSG00000233946,0.0
ENSG00000116147,0.20420091
ENSG00000235628,0.0
ENSG00000224718,0.0
ENSG00000230777,3.9740639
ENSG00000252906,0.03141553
ENSG00000275268,0.0
ENSG00000253025,0.0
ENSG00000225904,0.0
ENSG00000116183,6.11032
ENSG00000237514,0.015707765
ENSG00000152092,0.29059362
ENSG00000202609,0.0
ENSG00000198797,0.023561645
ENSG00000224968,0.0
ENSG00000236720,0.0
ENSG00000120341,0.07853882
ENSG00000224687,0.7147032
ENSG00000075391,15.809863
ENSG00000188585,0.015707765
ENSG00000240021,0.03141553
ENSG00000213057,0.76968044
ENSG00000201347,0.0
ENSG00000266417,0.10995434
ENSG00000116191,9.558173
ENSG00000228196,0.07853882
ENSG00000116194,15.165845
ENSG00000116199,7.044932
ENSG00000186283,27.017353
ENSG00000143322,79.512695
ENSG00000231905,0.0
ENSG00000277985,0.18849316
ENSG00000231564,0.28273973
ENSG00000223794,0.0
ENSG00000057252,14.930228
ENSG00000162779,0.3377169
ENSG00000224620,0.0
ENSG00000236539,0.12566212
ENSG00000116218,0.07853882
ENSG00000251875,0.0
ENSG00000162782,0.007853882
ENSG00000143340,0.7853882
ENSG00000169905,46.298634
ENSG00000143337,31.698265
ENSG00000264916,1.9006394
ENSG00000135837,22.76055
ENSG00000235145,0.3377169
ENSG00000116260,99.233795
ENSG00000121454,0.04712329
ENSG00000230124,25.988495
ENSG00000235060,0.0
ENSG00000265435,0.0
ENSG00000236719,0.0
ENSG00000143324,7.1470323
ENSG00000135835,3.5735161
ENSG00000232586,0.14922374
ENSG00000135823,8.458631
ENSG00000153029,10.547763
ENSG00000162783,87.93992
ENSG00000237292,0.015707765
ENSG00000179452,0.0
ENSG00000198216,0.28273973
ENSG00000252977,0.0
ENSG00000222397,0.0
ENSG00000179930,0.0
ENSG00000228918,0.03141553
ENSG00000232096,0.0
ENSG00000206764,0.0
ENSG00000231684,8.348677
ENSG00000135821,108.70558
ENSG00000203730,0.0
ENSG00000203729,0.0
ENSG00000121446,0.04712329
ENSG00000233537,0.0
ENSG00000135828,5.4584475
ENSG00000143333,179.55544
ENSG00000261504,1.7671233
ENSG00000135824,0.03926941
ENSG00000227181,0.0
ENSG00000135838,2.5760732
ENSG00000135829,43.777534
ENSG00000157060,0.07068493
ENSG00000224040,0.007853882
ENSG00000176855,0.015707765
ENSG00000207472,0.0
ENSG00000135862,90.85371
ENSG00000058085,1.2094978
ENSG00000157064,0.9346119
ENSG00000232860,2.4189956
ENSG00000116698,14.914521
ENSG00000116701,0.45552513
ENSG00000162704,139.19434
ENSG00000143344,13.869955
ENSG00000173627,0.007853882
ENSG00000198756,0.98173517
ENSG00000198860,19.469772
ENSG00000244568,0.0
ENSG00000116667,84.92403
ENSG00000116406,13.037444
ENSG00000252222,0.015707765
ENSG00000260976,0.0
ENSG00000201312,0.0
ENSG00000121481,13.367307
ENSG00000232792,0.0
ENSG00000121486,7.500457
ENSG00000116668,3.1572604
ENSG00000213051,3.3536077
ENSG00000116679,34.494247
ENSG00000293113,0.0
ENSG00000252407,0.0
ENSG00000270920,0.0
ENSG00000228309,0.0
ENSG00000143341,2.9373517
ENSG00000116690,0.07853882
ENSG00000047410,67.53552
ENSG00000202025,0.0
ENSG00000116703,0.0
ENSG00000073756,128.33243
ENSG00000273129,1.6807306
ENSG00000116711,10.484932
ENSG00000230426,0.03141553
ENSG00000225462,0.03926941
ENSG00000236401,0.0
ENSG00000222240,0.0
ENSG00000231022,0.0
ENSG00000226486,0.0
ENSG00000271036,0.0
ENSG00000226196,0.0
ENSG00000252553,0.0
ENSG00000232212,0.0
ENSG00000162670,0.16493152
ENSG00000231175,0.0
ENSG00000228020,0.0
ENSG00000233882,0.0
ENSG00000150681,2.112694
ENSG00000253148,0.0
ENSG00000090104,43.46338
ENSG00000127074,0.07853882
ENSG00000283795,0.0
ENSG00000116741,158.72694
ENSG00000223075,0.0
ENSG00000234473,0.03141553
ENSG00000116750,12.998175
ENSG00000238754,0.8482192
ENSG00000023572,20.184477
ENSG00000134371,26.26338
ENSG00000221680,0.007853882
ENSG00000162630,1.7592695
ENSG00000232077,0.14136986
ENSG00000237213,0.0
ENSG00000233057,0.007853882
ENSG00000251813,0.0
ENSG00000227421,0.0
ENSG00000162687,3.5656621
ENSG00000265986,0.0
ENSG00000000971,192.44366
ENSG00000116785,0.4162557
ENSG00000244414,0.49479458
ENSG00000134365,0.007853882
ENSG00000080910,0.0
ENSG00000134389,0.0
ENSG00000143278,0.0
ENSG00000066279,1.4922376
ENSG00000177888,4.8301373
ENSG00000134376,0.13351598
ENSG00000221879,0.07853882
ENSG00000213047,7.7517815
ENSG00000213046,0.0
ENSG00000233040,0.45552513
ENSG00000203724,1.4529681
ENSG00000143355,0.0
ENSG00000151414,18.951416
ENSG00000232824,0.007853882
ENSG00000151418,0.0
ENSG00000081237,1.3037444
ENSG00000236278,0.3377169
ENSG00000229989,6.565845
ENSG00000207975,0.007853882
ENSG00000207759,0.0
ENSG00000233410,0.007853882
ENSG00000235492,0.007853882
ENSG00000228190,0.04712329
ENSG00000200139,0.0
ENSG00000202491,0.0
ENSG00000202329,0.0
ENSG00000116833,6.3852057
ENSG00000252860,0.007853882
ENSG00000203721,0.04712329
ENSG00000162702,26.569681
ENSG00000118193,0.70684934
ENSG00000118197,12.024293
ENSG00000118200,17.90685
ENSG00000231333,7.123471
ENSG00000170128,0.007853882
ENSG00000163362,0.36127856
ENSG00000233217,0.007853882
ENSG00000201032,0.0
ENSG00000116852,0.31415528
ENSG00000081248,0.03141553
ENSG00000232237,0.04712329
ENSG00000116857,36.473427
ENSG00000163395,0.47123292
ENSG00000081277,0.0
ENSG00000118194,0.015707765
ENSG00000159166,0.4241096
ENSG00000159173,0.007853882
ENSG00000174307,40.259
ENSG00000159176,125.20658
ENSG00000223396,1.0445663
ENSG00000134369,25.776438
ENSG00000231871,4.2803655
ENSG00000264802,0.0
ENSG00000200942,1.7278539
ENSG00000221028,0.0
ENSG00000198700,19.948858
ENSG00000277681,0.007853882
ENSG00000198892,24.472694
ENSG00000163431,20.663563
ENSG00000134375,50.571144
ENSG00000206637,0.0
ENSG00000238003,2.2776258
ENSG00000176393,27.70064
ENSG00000234678,0.04712329
ENSG00000275207,0.0
ENSG00000163435,4.5316896
ENSG00000227109,0.0
ENSG00000170075,0.14922374
ENSG00000143862,16.178995
ENSG00000143851,2.2776258
ENSG00000293457,0.015707765
ENSG00000133067,0.26703197
ENSG00000077152,6.2281284
ENSG00000077157,32.837082
ENSG00000229120,0.023561645
ENSG00000272262,0.0
ENSG00000143858,0.09424658
ENSG00000117139,26.711052
ENSG00000226148,0.0
ENSG00000228288,3.3378997
ENSG00000184774,0.04712329
ENSG00000183155,22.878357
ENSG00000117153,6.7936077
ENSG00000230280,0.05497717
ENSG00000159346,34.612057
ENSG00000159348,29.56201
ENSG00000163444,43.376987
ENSG00000143847,0.18063928
ENSG00000122180,0.023561645
ENSG00000163485,5.780457
ENSG00000133055,0.29059362
ENSG00000133048,301.8718
ENSG00000133063,0.08639269
ENSG00000236523,0.18849316
ENSG00000231507,0.8403653
ENSG00000159388,481.59216
ENSG00000202300,0.04712329
ENSG00000122176,24.951782
ENSG00000271588,0.0
ENSG00000188783,6.974247
ENSG00000188770,0.03141553
ENSG00000058668,30.001827
ENSG00000122188,1.060274
ENSG00000058673,1.397991
ENSG00000257315,0.46337903
ENSG00000182004,164.17755
ENSG00000236430,0.007853882
ENSG00000232917,0.8717809
ENSG00000237379,0.0
ENSG00000176754,0.08639269
ENSG00000143842,8.458631
ENSG00000143845,3.0708678
ENSG00000143839,0.43196347
ENSG00000170498,0.04712329
ENSG00000174567,0.06283106
ENSG00000143850,6.644384
ENSG00000280924,0.11780823
ENSG00000158615,75.318726
ENSG00000133056,11.7337
ENSG00000198625,37.04676
ENSG00000200408,0.0
ENSG00000170382,1.4215527
ENSG00000252650,0.007853882
ENSG00000163531,13.814978
ENSG00000184144,1.9791783
ENSG00000174529,0.44767126
ENSG00000117222,10.382832
ENSG00000133059,16.092604
ENSG00000133069,2.010594
ENSG00000163545,21.464659
ENSG00000162873,0.9346119
ENSG00000235363,14.796713
ENSG00000226235,0.007853882
ENSG00000186007,0.06283106
ENSG00000281406,0.03926941
ENSG00000199059,0.0
ENSG00000117266,7.2648406
ENSG00000253097,0.0
ENSG00000174514,2.5289497
ENSG00000206762,0.0
ENSG00000158711,20.27872
ENSG00000158715,0.76968044
ENSG00000069275,169.99727
ENSG00000252158,1.0759819
ENSG00000117280,15.888403
ENSG00000133065,15.13443
ENSG00000162877,0.07853882
ENSG00000174502,0.05497717
ENSG00000276600,4.77516
ENSG00000196188,0.05497717
ENSG00000206630,0.0
ENSG00000198049,0.015707765
ENSG00000196550,1.2880366
ENSG00000266028,13.500822
ENSG00000263528,4.8301373
ENSG00000278465,0.0
ENSG00000266094,6.503014
ENSG00000143486,15.707763
ENSG00000143479,19.069225
ENSG00000162889,31.996716
ENSG00000136634,0.0
ENSG00000142224,0.03141553
ENSG00000162891,0.9189042
ENSG00000162892,7.9638357
ENSG00000162894,1.9477627
ENSG00000162896,14.239087
ENSG00000162897,0.007853882
ENSG00000182795,0.08639269
ENSG00000123836,2.2305024
ENSG00000180667,4.892968
ENSG00000123843,0.22776257
ENSG00000123838,0.07853882
ENSG00000224462,0.0
ENSG00000232621,0.0
ENSG00000196352,80.74576
ENSG00000117322,0.22776257
ENSG00000203710,0.98958915
ENSG00000197721,0.81680363
ENSG00000244703,0.03926941
ENSG00000226289,0.007853882
ENSG00000117335,69.836716
ENSG00000234219,0.0
ENSG00000284214,0.0
ENSG00000284203,0.0
ENSG00000174059,47.107582
ENSG00000076356,13.885663
ENSG00000261453,0.0
ENSG00000227887,0.9581736
ENSG00000232812,0.0
ENSG00000236950,0.0
ENSG00000227940,0.0
ENSG00000231648,0.0
ENSG00000230937,0.0
ENSG00000284485,0.0
ENSG00000008118,0.18849316
ENSG00000196878,4.3510504
ENSG00000283876,0.0
ENSG00000123689,113.10375
ENSG00000117594,11.097534
ENSG00000236136,0.007853882
ENSG00000009790,1.7828311
ENSG00000162757,0.8560731
ENSG00000117595,0.36127856
ENSG00000143469,0.08639269
ENSG00000203706,20.160915
ENSG00000082497,5.6940646
ENSG00000228110,0.22776257
ENSG00000054392,3.3300457
ENSG00000200972,1.2173516
ENSG00000143473,2.4818265
ENSG00000224668,0.023561645
ENSG00000234233,0.37698632
ENSG00000117625,15.103014
ENSG00000082512,11.050411
ENSG00000153363,11.011143
ENSG00000236809,0.2120548
ENSG00000238137,0.16493152
ENSG00000198570,0.0
ENSG00000170385,17.576988
ENSG00000117650,0.4790868
ENSG00000224763,0.06283106
ENSG00000123684,15.126575
ENSG00000241395,0.015707765
ENSG00000143493,5.309224
ENSG00000143476,2.0420094
ENSG00000220749,101.9748
ENSG00000264358,0.0
ENSG00000252879,0.007853882
ENSG00000066027,16.194704
ENSG00000225338,2.4268496
ENSG00000201544,0.007853882
ENSG00000117691,118.41297
ENSG00000228067,0.023561645
ENSG00000162772,551.39746
ENSG00000123685,18.700092
ENSG00000117697,34.72201
ENSG00000203705,7.9245663
ENSG00000185523,0.08639269
ENSG00000162769,5.105023
ENSG00000143494,1.6414613
ENSG00000174606,12.040001
ENSG00000136643,7.1391783
ENSG00000228646,0.0
ENSG00000230461,0.32200915
ENSG00000281664,0.0
ENSG00000117707,5.2542467
ENSG00000143499,10.64201
ENSG00000152104,12.621188
ENSG00000215819,0.04712329
ENSG00000117724,3.6599088
ENSG00000250536,1.0995435
ENSG00000224584,0.0
ENSG00000185221,0.0
ENSG00000082482,0.47123292
ENSG00000232809,0.0
ENSG00000136636,12.70758
ENSG00000042781,0.015707765
ENSG00000212553,0.04712329
ENSG00000226013,0.0
ENSG00000196482,1.4922376
ENSG00000092978,18.558722
ENSG00000162814,0.4162557
ENSG00000234070,0.0
ENSG00000228247,0.07068493
ENSG00000231814,0.0
ENSG00000232100,0.0
ENSG00000201493,0.0
ENSG00000067533,24.865389
ENSG00000232480,0.13351598
ENSG00000092969,3.8876715
ENSG00000281453,0.0
ENSG00000226693,0.0
ENSG00000225561,0.0
ENSG00000228536,0.07853882
ENSG00000143353,14.490412
ENSG00000225920,0.48694068
ENSG00000215817,0.03141553
ENSG00000196660,0.03141553
ENSG00000252086,0.0
ENSG00000162813,9.149773
ENSG00000067704,23.553791
ENSG00000207590,0.0
ENSG00000207624,0.0
ENSG00000232134,3.6599088
ENSG00000118873,16.485298
ENSG00000281696,0.023561645
ENSG00000222370,0.007853882
ENSG00000218283,9.149773
ENSG00000230318,0.0
ENSG00000226226,0.0
ENSG00000116141,2.3090413
ENSG00000243872,0.0
ENSG00000233012,0.20420091
ENSG00000162817,7.8538814
ENSG00000221571,0.023561645
ENSG00000238078,0.06283106
ENSG00000257551,1.5000913
ENSG00000136630,38.60183
ENSG00000143507,17.247124
ENSG00000200033,0.0
ENSG00000228437,0.0
ENSG00000232679,0.45552513
ENSG00000227613,0.015707765
ENSG00000234419,0.0
ENSG00000222399,0.0
ENSG00000143512,0.03141553
ENSG00000143498,4.570959
ENSG00000225265,0.5026485
ENSG00000154305,25.485846
ENSG00000186063,14.160549
ENSG00000162819,23.608768
ENSG00000197520,0.53406394
ENSG00000154309,1.9477627
ENSG00000234523,0.07853882
ENSG00000187554,2.4661188
ENSG00000143502,0.58118725
ENSG00000251789,0.0
ENSG00000178395,0.007853882
ENSG00000203697,0.06283106
ENSG00000227002,0.04712329
ENSG00000212398,0.0
ENSG00000162909,94.49005
ENSG00000143514,13.94064
ENSG00000188460,0.023561645
ENSG00000233771,0.0
ENSG00000272645,2.646758
ENSG00000212157,0.03926941
ENSG00000252484,0.0
ENSG00000143756,9.251872
ENSG00000143753,93.69681
ENSG00000143748,8.772786
ENSG00000221406,0.06283106
ENSG00000206887,0.0
ENSG00000143771,76.09626
ENSG00000162923,25.407307
ENSG00000266618,0.007853882
ENSG00000143786,3.9583566
ENSG00000229991,0.015707765
ENSG00000185842,4.233242
ENSG00000143815,18.590137
ENSG00000154380,39.6621
ENSG00000223306,0.0
ENSG00000143742,180.04237
ENSG00000143819,104.519455
ENSG00000196187,10.265023
ENSG00000243709,2.5603654
ENSG00000143811,27.896988
ENSG00000284519,0.0
ENSG00000143768,0.3926941
ENSG00000213032,0.007853882
ENSG00000143751,16.218266
ENSG00000225518,0.53406394
ENSG00000182827,24.849682
ENSG00000234478,0.04712329
ENSG00000185155,0.6440183
ENSG00000183814,2.2854795
ENSG00000236994,0.0
ENSG00000143799,38.209133
ENSG00000223282,0.0
ENSG00000177770,0.023561645
ENSG00000203685,1.2487671
ENSG00000143772,8.427216
ENSG00000228382,0.07853882
ENSG00000228548,0.56547946
ENSG00000238183,0.0
ENSG00000143801,10.854064
ENSG00000163050,11.953608
ENSG00000143776,34.17224
ENSG00000234277,0.023561645
ENSG00000232864,0.18849316
ENSG00000224834,0.11780823
ENSG00000237469,0.0
ENSG00000235827,0.015707765
ENSG00000202264,0.0
ENSG00000181450,3.6127856
ENSG00000215812,0.0
ENSG00000143740,14.99306
ENSG00000081692,7.4611874
ENSG00000230005,0.0
ENSG00000185888,0.007853882
ENSG00000143816,1.2801827
ENSG00000264483,0.0
ENSG00000233003,0.0
ENSG00000154342,0.007853882
ENSG00000143761,222.52403
ENSG00000284163,0.0
ENSG00000143793,30.905024
ENSG00000162910,67.61407
ENSG00000143774,353.01627
ENSG00000198835,1.1702284
ENSG00000181873,8.285845
ENSG00000162913,0.51835614
ENSG00000154358,9.456074
ENSG00000154370,11.51379
ENSG00000284311,0.0
ENSG00000162931,0.22776257
ENSG00000230841,0.10995434
ENSG00000266174,0.0
ENSG00000168159,64.606026
ENSG00000202056,0.0
ENSG00000251823,0.0
ENSG00000199352,0.0
ENSG00000201588,0.0
ENSG00000199337,0.0
ENSG00000200381,0.0
ENSG00000199396,0.0
ENSG00000200624,0.0
ENSG00000202521,0.0
ENSG00000200343,0.0
ENSG00000201321,0.0
ENSG00000199910,0.0
ENSG00000199334,0.0
ENSG00000199270,0.0
ENSG00000202526,0.0
ENSG00000201355,0.0
ENSG00000201925,0.0
ENSG00000202257,0.0
ENSG00000200370,0.0
ENSG00000212237,0.0
ENSG00000183929,0.0
ENSG00000234975,1.9477627
ENSG00000116574,14.592512
ENSG00000229840,0.0
ENSG00000177800,0.04712329
ENSG00000168118,39.929134
ENSG00000154429,1.7200001
ENSG00000252506,0.0
ENSG00000252051,0.0
ENSG00000143632,0.18849316
ENSG00000069248,7.7360735
ENSG00000135776,4.24895
ENSG00000199672,0.0
ENSG00000201492,0.007853882
ENSG00000229367,0.14922374
ENSG00000135801,7.5632877
ENSG00000135763,2.1676712
ENSG00000225984,0.07068493
ENSG00000227043,0.0
ENSG00000228058,0.0
ENSG00000143641,23.655891
ENSG00000177614,0.35342467
ENSG00000232964,0.0
ENSG00000135775,8.976987
ENSG00000135744,140.58449
ENSG00000135773,0.14136986
ENSG00000202063,0.0
ENSG00000119280,18.503744
ENSG00000240502,0.0
ENSG00000143643,3.4871235
ENSG00000173409,13.760001
ENSG00000182118,15.503563
ENSG00000283799,0.0
ENSG00000119283,0.007853882
ENSG00000116906,21.645298
ENSG00000222407,0.0
ENSG00000116903,4.7437444
ENSG00000010072,15.990503
ENSG00000135766,14.961644
ENSG00000223982,0.0
ENSG00000116918,26.310503
ENSG00000270106,0.08639269
ENSG00000229228,1.2644749
ENSG00000162946,6.479452
ENSG00000222986,0.0
ENSG00000226758,0.12566212
ENSG00000242794,0.0
ENSG00000116991,16.210411
ENSG00000238382,0.0
ENSG00000225919,0.007853882
ENSG00000236497,0.023561645
ENSG00000212916,1.3744293
ENSG00000206835,0.007853882
ENSG00000135778,38.083473
ENSG00000135749,2.3483105
ENSG00000231940,86.53407
ENSG00000143674,0.6675799
ENSG00000252501,0.0
ENSG00000135750,1.4529681
ENSG00000265744,0.0
ENSG00000183780,0.22776257
ENSG00000236101,0.0
ENSG00000264377,0.0
ENSG00000168275,26.601097
ENSG00000059588,6.0553427
ENSG00000231768,0.56547946
ENSG00000199713,0.0
ENSG00000168264,56.280914
ENSG00000224939,0.0
ENSG00000227630,0.56547946
ENSG00000201638,0.0
ENSG00000239690,0.0
ENSG00000173726,93.26485
ENSG00000207181,0.04712329
ENSG00000188739,3.5028312
ENSG00000054267,106.37297
ENSG00000263439,0.015707765
ENSG00000236863,0.007853882
ENSG00000152904,43.369133
ENSG00000284770,7.44548
ENSG00000229795,0.0
ENSG00000162885,13.712877
ENSG00000238236,0.007853882
ENSG00000235638,0.0
ENSG00000231199,0.007853882
ENSG00000226663,0.0
ENSG00000231582,0.0
ENSG00000232714,0.0
ENSG00000235761,0.0
ENSG00000168243,0.43196347
ENSG00000143669,26.357628
ENSG00000235674,0.015707765
ENSG00000222831,0.015707765
ENSG00000206803,0.0
ENSG00000116962,65.36
ENSG00000077585,17.639818
ENSG00000086619,16.940823
ENSG00000222650,0.015707765
ENSG00000186197,0.92675805
ENSG00000244457,0.0
ENSG00000116977,22.179361
ENSG00000223776,0.81680363
ENSG00000119285,6.078904
ENSG00000077522,0.7225571
ENSG00000116984,10.202192
ENSG00000226498,0.19634704
ENSG00000237991,2.8666668
ENSG00000244020,0.03926941
ENSG00000198626,1.2801827
ENSG00000252396,0.03141553
ENSG00000266262,0.0
ENSG00000116996,0.0
ENSG00000232154,0.0
ENSG00000225723,0.0
ENSG00000227860,0.0
ENSG00000230019,0.0
ENSG00000252371,0.007853882
ENSG00000215808,0.19634704
ENSG00000215149,0.0
ENSG00000224783,0.0
ENSG00000133019,0.56547946
ENSG00000233355,0.06283106
ENSG00000234601,0.0
ENSG00000217327,0.015707765
ENSG00000155816,0.5576256
ENSG00000223694,0.023561645
ENSG00000180875,2.5446577
ENSG00000251750,0.007853882
ENSG00000223963,0.0
ENSG00000182901,0.015707765
ENSG00000215802,0.0
ENSG00000233615,0.007853882
ENSG00000265831,0.0
ENSG00000091483,21.849499
ENSG00000117009,0.5497717
ENSG00000054277,3.1965299
ENSG00000203668,3.9897718
ENSG00000162843,0.12566212
ENSG00000174371,0.18849316
ENSG00000235990,0.0
ENSG00000196289,0.0
ENSG00000213026,0.0
ENSG00000197769,0.11780823
ENSG00000224625,0.0
ENSG00000180287,0.23561646
ENSG00000252084,0.0
ENSG00000235467,0.023561645
ENSG00000215800,0.0
ENSG00000214837,0.023561645
ENSG00000212230,0.0
ENSG00000143702,12.723288
ENSG00000054282,23.624475
ENSG00000224727,0.023561645
ENSG00000265201,0.007853882
ENSG00000117020,20.561462
ENSG00000226766,0.0
ENSG00000228939,1.0288585
ENSG00000179456,2.9766212
ENSG00000244066,0.0
ENSG00000225401,0.0
ENSG00000179397,0.6126028
ENSG00000227735,0.0
ENSG00000121644,34.156532
ENSG00000203667,59.846577
ENSG00000153187,291.002
ENSG00000201758,0.0
ENSG00000252073,0.0
ENSG00000203666,11.034703
ENSG00000252282,0.0
ENSG00000251754,0.0
ENSG00000201170,0.0
ENSG00000162849,1.1545206
ENSG00000232793,0.007853882
ENSG00000185420,13.492969
ENSG00000225222,0.0
ENSG00000202184,0.007853882
ENSG00000230184,0.07068493
ENSG00000242042,0.0
ENSG00000162851,12.307033
ENSG00000162852,15.3779
ENSG00000143653,37.015343
ENSG00000223519,0.015707765
ENSG00000227953,0.4162557
ENSG00000153207,10.390685
ENSG00000197472,0.015707765
ENSG00000135747,0.015707765
ENSG00000277462,2.8588128
ENSG00000188295,6.0631967
ENSG00000226164,0.0
ENSG00000196418,3.4949775
ENSG00000283881,0.0
ENSG00000252516,0.015707765
ENSG00000235818,0.0
ENSG00000197617,0.0
ENSG00000162714,5.513425
ENSG00000162711,0.07068493
ENSG00000177535,0.015707765
ENSG00000169224,0.0
ENSG00000196242,0.2120548
ENSG00000177489,0.0
ENSG00000177476,0.0
ENSG00000230411,0.0
ENSG00000197437,0.0
ENSG00000169214,0.0
ENSG00000241128,0.0
ENSG00000153230,0.0
ENSG00000221888,0.0
ENSG00000196772,0.007853882
ENSG00000232908,0.015707765
ENSG00000230576,0.0
ENSG00000197591,0.0
ENSG00000162722,1.4215527
ENSG00000238243,0.0
ENSG00000177462,0.0
ENSG00000177275,0.0
ENSG00000226191,0.0
ENSG00000224830,0.015707765
ENSG00000279263,0.0
ENSG00000187080,0.0
ENSG00000237492,0.0
ENSG00000224227,0.0
ENSG00000232215,0.0
ENSG00000197454,0.0
ENSG00000203663,0.10995434
ENSG00000198128,0.0
ENSG00000197067,0.0
ENSG00000196071,0.015707765
ENSG00000177233,0.007853882
ENSG00000162727,0.0
ENSG00000198601,0.0
ENSG00000228198,0.0
ENSG00000171180,0.015707765
ENSG00000177212,0.007853882
ENSG00000177201,0.0
ENSG00000177186,0.0
ENSG00000177174,0.0
ENSG00000196944,0.0
ENSG00000198104,0.0
ENSG00000175143,0.0
ENSG00000227152,0.0
ENSG00000196240,0.0
ENSG00000196539,0.0
ENSG00000203661,0.0
ENSG00000271934,0.0
ENSG00000188558,0.015707765
ENSG00000227102,0.0
ENSG00000182783,0.0
ENSG00000183310,0.0
ENSG00000184022,0.007853882
ENSG00000279301,0.007853882
